maker,model,mileage,manufacture_year,engine_displacement,engine_power,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,views,ratings,price_eur
subaru,forester,100000,2011,1998,108,man,4,5,diesel,2015-12-08 16:46:24.113619+00,2015-12-14 18:51:56.208954+00,160,4,14991.12
toyota,aygo,25193,2013,998,50,man,4,4,gasoline,2015-12-08 16:46:40.4318+00,2015-12-24 18:46:37.326686+00,186,6,6706.51
ford,fiesta,14000,2009,1242,60,man,2,5,gasoline,2015-12-08 16:46:44.769795+00,2016-02-10 20:32:12.508095+00,109,1,9500.7
audi,a5,131000,2012,2967,180,auto,4,4,diesel,2015-12-08 17:00:37.736309+00,2015-12-16 14:51:53.833564+00,229,3,22665.69
opel,combo,220000,2005,1686,74,man,2,2,diesel,2015-12-08 17:00:58.329206+00,2015-12-14 19:02:13.727229+00,72,4,1250.11
opel,adam,5926,2015,1398,64,man,2,4,gasoline,2015-12-08 17:01:02.333565+00,2016-02-10 20:32:20.129094+00,141,1,11681.87
bmw,m4,24600,2015,2979,317,auto,2,4,gasoline,2015-12-08 17:01:30.687404+00,2016-02-10 20:32:15.1115+00,248,6,57559.25
mercedes-benz,vito,107342,2011,2143,120,man,4,8,diesel,2015-12-08 17:02:19.745748+00,2016-01-18 20:51:32.861016+00,192,10,16801.26
opel,astra,92000,2009,1364,66,man,4,5,gasoline,2015-12-08 17:31:15.063401+00,2016-01-18 20:54:16.657667+00,227,4,5790.41
ford,kuga,34318,2010,2521,147,man,4,5,gasoline,2015-12-08 17:31:40.415034+00,2015-12-14 19:03:14.547957+00,152,5,13991.04
ford,focus,236000,1999,1388,55,man,2,5,gasoline,2015-12-08 17:31:44.931576+00,2015-12-14 19:03:17.06003+00,188,9,1300.11
opel,astra,79191,2013,1598,125,man,4,5,gasoline,2015-12-08 19:09:23.583008+00,2016-02-10 20:08:45.669266+00,180,6,11756.88
toyota,auris,42000,2010,1598,91,man,4,5,gasoline,2015-12-08 19:10:18.341682+00,2016-02-10 20:08:53.643659+00,251,10,9480.72
toyota,aygo,7900,2011,998,50,man,2,4,gasoline,2015-12-08 19:10:34.053234+00,2016-02-10 19:54:03.862603+00,231,1,5454.4
opel,corsa,105000,2001,1199,55,man,4,5,gasoline,2015-12-08 19:11:01.526143+00,2016-02-10 19:58:44.116121+00,228,6,2650.19
suzuki,jimny,130157,2006,1328,63,man,2,4,gasoline,2015-12-08 19:17:14.540256+00,2015-12-14 19:05:12.31962+00,220,5,4748.33
ford,ka,64900,2009,1242,51,man,2,4,gasoline,2015-12-08 19:17:45.098571+00,2015-12-14 19:05:41.437294+00,184,9,4450.33
audi,q5,28250,2012,1984,155,man,4,5,gasoline,2015-12-08 19:54:39.004999+00,2015-12-19 17:18:16.644177+00,96,7,28002.07
opel,astra,210000,2006,1998,147,man,4,5,gasoline,2015-12-08 19:58:12.948289+00,2015-12-23 18:02:02.894593+00,153,8,3799.3
audi,a5,12021,2012,1984,155,auto,2,4,gasoline,2015-12-08 19:59:37.348041+00,2015-12-14 19:07:27.520092+00,180,9,34772.58
ford,transit,97400,2010,2198,85,man,4,9,diesel,2015-12-08 20:15:48.993165+00,2015-12-23 12:22:17.338612+00,255,8,11681.87
toyota,avensis,8049,2015,1998,105,man,4,5,diesel,2015-12-08 20:15:50.388405+00,2016-02-10 20:06:40.299574+00,78,9,23522.72
ford,focus,150500,2005,1598,85,man,4,5,gasoline,2015-12-08 20:54:23.743585+00,2016-01-18 21:22:28.103364+00,73,2,3890.3
audi,a4,222017,2003,1896,96,man,4,5,diesel,2015-12-08 21:45:41.212172+00,2015-12-14 19:17:50.020813+00,218,6,3500.26
honda,civic,189000,2000,1396,55,man,4,5,gasoline,2015-12-08 21:56:03.241434+00,2015-12-19 17:20:46.983316+00,231,0,1200.07
skoda,yeti,39000,2010,1197,77,man,4,5,gasoline,2015-12-08 22:38:15.287119+00,2016-02-10 19:47:17.882017+00,133,3,13601
subaru,forester,130000,2007,1998,116,auto,4,5,gasoline,2015-12-08 22:44:43.704572+00,2016-02-10 19:47:19.222735+00,220,5,8990.67
honda,cr-v,14000,2015,1597,118,auto,4,5,diesel,2015-12-08 22:51:33.063207+00,2015-12-23 18:06:07.159583+00,234,4,29397.19
opel,insignia,54800,2012,1956,118,man,4,5,diesel,2015-12-08 23:38:34.29346+00,2016-02-10 20:06:53.141889+00,229,2,17181.27
skoda,octavia,165662,2010,2000,125,auto,5,5,diesel,2015-12-09 01:05:00.274843+00,2016-01-05 22:17:14.166865+00,246,1,11472.98
ford,kuga,105000,2011,1997,103,man,4,5,diesel,2015-12-09 01:50:09.440791+00,2016-02-10 19:42:59.162711+00,102,3,13951.04
audi,a3,60208,2012,1197,77,man,4,5,gasoline,2015-12-09 02:33:03.026367+00,2015-12-18 18:06:09.562323+00,266,2,11756.88
opel,insignia,98850,2011,1956,118,man,4,5,diesel,2015-12-09 03:38:18.998481+00,2016-02-10 20:18:14.87939+00,200,4,13613.99
mazda,cx-5,77000,2013,2191,110,auto,4,5,diesel,2015-12-09 03:54:32.649383+00,2015-12-14 19:32:12.14445+00,97,6,19583.46
audi,a3,23906,2015,1598,81,man,4,4,diesel,2015-12-09 04:29:10.720464+00,2015-12-14 19:33:08.667441+00,132,6,20903.55
skoda,rapid,20002,2014,1197,77,man,5,5,gasoline,2015-12-09 05:07:59.786967+00,2015-12-20 03:47:04.820202+00,141,7,11065.88
bmw,x3,14757,2014,1995,135,auto,4,5,diesel,2015-12-09 06:18:53.503921+00,2016-02-10 20:21:22.317833+00,160,5,49953.7
opel,corsa,19000,2014,1229,73,man,4,5,gasoline,2015-12-09 08:53:13.702646+00,2015-12-21 17:05:26.180033+00,254,9,7227.54
porsche,panamera,125000,2010,4806,368,auto,4,4,gasoline,2015-12-09 09:22:21.020863+00,2015-12-14 19:35:39.799132+00,137,10,59994.45
citroen,c3,75977,2011,1397,70,man,4,5,gasoline,2015-12-09 10:38:25.887335+00,2016-01-24 19:12:27.128922+00,199,10,6462.47
toyota,auris,12190,2014,1600,97,man,5,5,gasoline,2015-12-09 10:39:07.752101+00,2015-12-23 03:49:56.812954+00,117,2,13841.6
hyundai,i40,8000,2015,1685,104,auto,5,5,diesel,2015-12-09 10:40:52.088357+00,2016-02-10 20:20:38.343407+00,246,5,25906.37
skoda,citigo,9869,2015,999,55,man,5,4,gasoline,2015-12-09 10:43:16.424443+00,2016-01-01 15:19:37.541653+00,74,8,8290.16
opel,corsa,10400,2011,1229,51,man,2,5,gasoline,2015-12-09 10:58:19.334552+00,2015-12-15 22:18:27.392194+00,155,10,6681.5
mini,one,44850,2009,1397,55,man,2,4,gasoline,2015-12-09 11:11:13.996811+00,2016-01-18 22:04:07.48489+00,78,6,8900.67
nissan,juke,18000,2015,1461,81,man,4,5,diesel,2015-12-09 11:35:35.098615+00,2016-02-10 20:03:27.326777+00,207,8,13526.02
seat,leon,32700,2013,1395,103,man,4,5,gasoline,2015-12-09 11:39:48.99439+00,2016-01-18 22:05:31.96429+00,174,10,12521.91
nissan,primera,102200,2002,1769,85,man,4,5,gasoline,2015-12-09 12:01:25.858371+00,2015-12-14 19:46:19.996939+00,195,5,1990.16
ford,ka,18350,2009,1242,51,man,2,4,gasoline,2015-12-09 12:19:19.000181+00,2015-12-14 19:46:36.006524+00,121,1,4990.38
subaru,justy,81600,2009,998,51,man,4,5,gasoline,2015-12-09 12:21:13.107448+00,2016-02-10 20:26:32.413513+00,203,9,3800.3
mini,cooper,91000,2009,1598,88,man,2,4,gasoline,2015-12-09 12:52:34.264229+00,2016-01-21 19:54:55.727906+00,122,6,10990.82
audi,a3,25000,2014,1968,110,auto,2,5,diesel,2015-12-09 13:14:20.512704+00,2016-01-18 22:31:32.454263+00,142,7,20411.51
ford,focus,186970,2001,1388,55,man,4,5,gasoline,2015-12-09 13:51:23.68674+00,2015-12-14 19:48:34.997849+00,153,4,990.08
opel,astra,24998,2014,1956,121,man,4,5,diesel,2015-12-09 14:05:56.883466+00,2016-02-10 19:04:33.3803+00,199,4,14581.09
audi,a4,86435,2011,1968,105,man,4,5,diesel,2015-12-09 14:25:35.633813+00,2015-12-17 19:30:31.237242+00,104,9,14270.06
ford,focus,202168,2002,1753,85,man,4,5,diesel,2015-12-09 14:33:09.52974+00,2015-12-16 20:51:08.906228+00,199,4,1250.11
toyota,corolla,41500,2004,1398,71,man,4,5,gasoline,2015-12-09 14:36:00.388025+00,2016-02-10 19:14:46.027367+00,265,4,5290.38
kia,sportage,15000,2015,1995,100,man,4,5,diesel,2015-12-09 14:37:24.202838+00,2015-12-14 19:49:40.621874+00,207,8,20967.54
ford,focus,59900,2009,1596,85,man,5,5,gasoline,2015-12-09 14:45:58.985274+00,2015-12-14 20:19:11.018842+00,262,10,5736.49
ford,fusion,177000,2009,1400,50,man,5,5,gasoline,2015-12-09 14:47:14.934585+00,2016-01-20 19:26:55.475032+00,246,7,3886.01
ford,galaxy,242000,2007,1997,96,man,5,7,diesel,2015-12-09 14:48:04.874755+00,2016-02-10 18:52:32.666278+00,175,3,6624.72
honda,civic,93594,2007,1799,103,man,5,5,gasoline,2015-12-09 14:51:11.566993+00,2015-12-23 03:21:06.819462+00,295,1,6476.68
audi,a6,165000,2009,2773,162,auto,4,5,gasoline,2015-12-09 15:27:31.720137+00,2016-02-10 20:31:26.554546+00,205,7,14901.11
audi,a6,86250,2011,2967,180,auto,4,5,diesel,2015-12-09 15:27:48.243219+00,2015-12-15 22:23:45.558453+00,108,9,24500.81
mini,cooper,64684,2009,1598,155,man,2,4,gasoline,2015-12-09 15:38:12.499163+00,2016-02-10 20:31:29.305818+00,205,1,16000.59
ford,galaxy,140000,2006,1998,103,man,4,7,diesel,2015-12-09 16:21:05.165727+00,2015-12-18 18:31:28.016776+00,254,5,8200.59
ford,mondeo,192000,2002,1798,92,man,4,5,gasoline,2015-12-09 18:08:38.969438+00,2016-01-03 08:33:57.006795+00,298,7,1000.04
skoda,octavia,300000,2001,1896,66,man,4,5,diesel,2015-12-09 18:22:04.158235+00,2015-12-14 20:00:44.165726+00,224,2,2100.15
mini,cooper,124500,2007,1598,88,man,2,4,gasoline,2015-12-09 19:09:02.352704+00,2016-01-01 05:17:56.566388+00,141,1,6790.49
audi,rs4,38635,2012,4163,331,auto,4,5,gasoline,2015-12-09 19:54:12.382261+00,2015-12-24 19:35:20.404342+00,96,2,47801.55
audi,a6,317100,2004,2393,130,man,4,5,gasoline,2015-12-09 19:54:14.216411+00,2016-01-18 22:37:59.808401+00,277,2,3998.3
skoda,rapid,89000,2013,1197,77,man,5,5,gasoline,2015-12-09 21:15:19.866878+00,2015-12-22 02:34:10.490849+00,184,4,9196.85
opel,astra,198000,1999,1598,74,auto,4,5,gasoline,2015-12-09 21:23:16.454017+00,2016-01-18 22:05:12.371664+00,215,0,999.04
honda,accord,156000,2008,2199,110,man,4,5,diesel,2015-12-09 21:24:39.896036+00,2016-02-10 19:50:51.416357+00,111,2,10350.37
fiat,doblo,309000,2007,1910,88,man,4,5,diesel,2015-12-09 21:27:28.72388+00,2015-12-14 20:04:13.610471+00,146,7,1550.07
ford,fiesta,60525,2008,1299,51,man,2,5,gasoline,2015-12-09 21:37:25.578834+00,2015-12-14 20:04:57.490497+00,188,10,4000.15
skoda,octavia,123255,2011,1197,77,auto,4,5,gasoline,2015-12-09 22:18:31.17864+00,2016-02-10 20:00:56.421696+00,184,8,6348.22
audi,q3,59950,2012,1968,103,man,4,5,diesel,2015-12-09 22:18:31.455574+00,2016-02-10 20:31:44.598343+00,160,8,19319.73
audi,a6,29900,2012,1968,130,man,4,5,diesel,2015-12-09 22:36:58.527862+00,2016-02-10 20:00:58.910619+00,90,8,22672.83
ford,b-max,17067,2013,1560,70,man,4,5,diesel,2015-12-09 23:01:27.368271+00,2016-02-10 20:01:07.734572+00,75,6,11252.41
kia,picanto,4000,2014,1248,63,man,4,5,gasoline,2015-12-09 23:01:41.002872+00,2015-12-14 20:07:24.035864+00,157,10,8394.3
audi,a3,9363,2014,1395,110,auto,4,5,gasoline,2015-12-09 23:20:02.435479+00,2015-12-31 03:37:03.621343+00,117,8,22252.81
opel,zafira,5501,2014,1956,121,man,4,5,diesel,2015-12-09 23:21:42.031669+00,2016-01-07 16:35:02.73821+00,129,1,23990.9
audi,a3,27790,2014,1798,132,auto,2,4,gasoline,2015-12-09 23:21:57.79183+00,2015-12-31 03:36:58.26136+00,242,9,28219.06
audi,a3,4802,2014,1968,110,man,4,5,diesel,2015-12-09 23:22:02.86817+00,2015-12-31 03:36:58.412396+00,227,3,20067.73
opel,astra,130000,1997,1593,55,man,4,5,gasoline,2015-12-09 23:22:41.504151+00,2016-01-24 19:58:56.527082+00,260,8,1300.04
ford,focus,7100,2014,998,92,man,4,5,gasoline,2015-12-09 23:31:23.302707+00,2016-02-10 20:01:12.671745+00,229,4,14900.56
audi,rs4,14700,2007,4163,309,man,2,4,gasoline,2015-12-09 23:49:04.498397+00,2015-12-14 20:08:13.659218+00,230,10,34851.3
audi,a5,36557,2012,1798,125,man,4,4,gasoline,2015-12-10 00:37:06.953351+00,2016-02-10 20:13:14.075312+00,132,10,29991.12
skoda,fabia,74152,2011,1200,63,man,5,5,gasoline,2015-12-10 01:00:03.110986+00,2016-02-10 19:58:56.423057+00,169,3,4404.15
skoda,superb,129800,2012,1968,103,man,4,5,diesel,2015-12-10 01:08:58.999707+00,2016-02-10 20:35:34.390847+00,239,0,13437.49
ford,fiesta,62306,2011,1242,60,man,2,2,gasoline,2015-12-10 02:31:26.902473+00,2016-02-10 19:47:12.999316+00,196,3,4185.16
skoda,octavia,77116,2011,1984,147,auto,4,5,gasoline,2015-12-10 02:34:40.182073+00,2016-01-18 23:20:57.239702+00,290,3,14202.52
opel,corsa,20900,2014,1229,63,man,4,5,gasoline,2015-12-10 03:01:14.046903+00,2016-02-10 19:57:13.781239+00,114,8,7975.28
mitsubishi,space,102957,2000,1299,61,man,4,5,gasoline,2015-12-10 03:18:15.924857+00,2015-12-19 18:19:13.595751+00,239,0,1990.08
mercedes-benz,vito,54601,2011,2148,100,man,4,6,diesel,2015-12-10 03:19:17.507137+00,2015-12-16 21:17:06.304719+00,250,9,14700.56
opel,corsa,113150,2011,1248,55,man,2,5,diesel,2015-12-10 03:19:33.140663+00,2015-12-14 20:19:57.729615+00,127,4,5893.23
skoda,roomster,75203,2007,1390,63,man,4,5,gasoline,2015-12-10 03:19:41.21627+00,2015-12-14 20:19:58.019962+00,130,1,5890.23
chevrolet,cruze,26450,2012,1796,104,man,4,5,gasoline,2015-12-10 03:31:25.623116+00,2015-12-19 18:19:23.090733+00,112,3,11850.44
skoda,yeti,19230,2012,1197,77,man,4,5,gasoline,2015-12-10 03:32:23.483216+00,2015-12-14 20:20:09.428475+00,127,3,13890.53
mini,cooper,68273,2011,1598,155,man,2,4,gasoline,2015-12-10 03:46:23.073066+00,2015-12-14 20:20:22.437417+00,152,0,17490.64
ford,fiesta,79000,2010,1388,71,man,2,5,gasoline,2015-12-10 03:47:33.499253+00,2015-12-14 20:20:50.685563+00,93,7,5480.2
audi,a3,30300,2015,1598,81,man,4,5,diesel,2015-12-10 04:14:44.221641+00,2015-12-14 20:21:33.792032+00,128,7,24180.9
audi,a1,6000,2014,1390,136,auto,4,5,gasoline,2015-12-10 04:31:34.182862+00,2015-12-14 20:22:02.040006+00,119,4,22541.82
audi,a4,62500,2008,1798,118,man,4,5,gasoline,2015-12-10 04:56:39.917801+00,2016-02-10 20:15:39.283395+00,232,5,13650.52
hyundai,coupe,172300,2004,1599,77,man,2,4,gasoline,2015-12-10 04:57:48.989589+00,2015-12-14 20:30:32.157893+00,87,8,2300.07
opel,meriva,56103,2012,1686,81,auto,4,5,diesel,2015-12-10 05:49:03.858266+00,2016-02-10 20:02:58.003186+00,292,10,12000.44
ford,fusion,32000,2009,1596,74,auto,4,5,gasoline,2015-12-10 06:01:10.426122+00,2015-12-14 20:32:17.189266+00,80,10,9990.38
opel,corsa,10000,2015,999,85,man,4,5,gasoline,2015-12-10 07:19:40.565488+00,2016-01-18 23:50:56.38386+00,136,2,13403.48
chevrolet,orlando,48823,2012,1998,120,auto,4,7,diesel,2015-12-10 07:37:12.67317+00,2016-01-07 16:52:45.596828+00,231,10,12000.44
hyundai,i40,47225,2012,1685,100,man,4,5,diesel,2015-12-10 07:37:49.810821+00,2015-12-29 01:15:29.392311+00,100,8,9500.37
bmw,x3,41450,2012,1995,135,auto,4,5,diesel,2015-12-10 09:15:12.58611+00,2015-12-14 20:35:23.73429+00,224,1,30127.13
toyota,yaris,43500,2011,1329,73,man,4,5,gasoline,2015-12-10 09:51:01.434819+00,2016-02-10 19:08:56.448685+00,117,10,9490.34
ford,transit,141694,2007,2200,63,man,4,9,diesel,2015-12-10 09:59:27.637124+00,2015-12-29 09:35:56.87084+00,96,4,7031.83
ford,focus,39550,2011,1596,110,man,4,5,gasoline,2015-12-10 10:22:33.711529+00,2016-02-10 20:17:57.089112+00,75,8,13450.48
opel,corsa,18710,2014,1229,63,man,4,5,gasoline,2015-12-10 10:42:31.908377+00,2016-02-10 20:28:11.255522+00,111,1,7555.29
opel,meriva,26100,2015,1364,103,man,4,5,gasoline,2015-12-10 10:50:19.362211+00,2015-12-18 19:16:04.877049+00,122,4,12176.46
nissan,juke,66700,2011,1461,81,man,4,5,diesel,2015-12-10 10:56:11.171148+00,2015-12-14 20:46:41.289597+00,114,6,11950.44
bmw,x5,161941,2007,2993,173,auto,4,5,diesel,2015-12-10 12:26:14.569206+00,2015-12-14 20:51:29.881488+00,216,7,15800.59
opel,astra,125000,1998,1796,85,man,4,5,gasoline,2015-12-10 12:51:18.99953+00,2016-01-07 17:11:33.69347+00,113,10,2950.11
audi,a3,11210,2015,1598,81,man,4,5,diesel,2015-12-10 13:22:40.749002+00,2016-01-19 00:40:35.444389+00,245,3,20546.74
mini,cooper-s,14400,2014,1598,135,auto,2,4,gasoline,2015-12-10 13:36:14.831513+00,2016-02-10 20:29:01.059807+00,87,3,21000.78
skoda,fabia,123791,2005,1896,74,man,5,5,diesel,2015-12-10 13:39:07.440661+00,2016-01-27 04:00:57.419139+00,281,2,3886.01
skoda,octavia,179000,2011,1600,77,man,5,5,diesel,2015-12-10 13:40:21.991743+00,2016-02-10 20:23:09.345743+00,276,8,8697.26
opel,vectra,141000,1994,1686,60,man,4,5,diesel,2015-12-10 13:54:40.227887+00,2015-12-14 21:00:59.268479+00,163,2,450
audi,s5,172000,2009,4163,260,auto,2,4,gasoline,2015-12-10 14:02:16.750737+00,2015-12-14 21:01:06.074136+00,252,2,19600.74
fiat,grande-punto,55312,2009,1368,57,man,4,5,gasoline,2015-12-10 14:05:51.280773+00,2015-12-14 21:01:10.869198+00,213,1,6190.23
citroen,berlingo,126989,2007,1560,66,man,4,5,diesel,2015-12-10 14:10:03.097398+00,2015-12-18 19:24:48.417331+00,169,9,4990.19
skoda,superb,29500,2015,1968,125,auto,4,5,diesel,2015-12-10 14:22:21.576002+00,2015-12-31 04:22:47.120111+00,164,9,21008.77
opel,corsa,218000,2001,1389,66,man,2,5,gasoline,2015-12-10 14:30:44.936215+00,2015-12-14 21:02:06.14876+00,151,0,600.04
porsche,panamera,114500,2012,2967,184,auto,4,4,diesel,2015-12-10 14:30:53.946776+00,2016-01-19 01:23:36.302366+00,80,3,49971.84
citroen,berlingo,107283,2008,1400,55,man,4,5,gasoline,2015-12-10 14:43:36.630672+00,2015-12-30 13:33:37.615222+00,283,9,2553.66
opel,zafira,142200,2012,1956,121,auto,4,7,diesel,2015-12-10 15:12:06.300808+00,2015-12-16 21:47:56.200227+00,188,1,12176.46
toyota,verso,86067,2009,2231,110,auto,4,7,diesel,2015-12-10 15:32:39.310586+00,2016-01-24 22:20:07.355924+00,152,0,10980.42
suzuki,swift,95919,2006,1328,67,man,5,5,gasoline,2015-12-10 15:47:17.42411+00,2016-01-03 20:24:30.017505+00,111,10,4067.36
ford,escort,61365,1992,1391,52,man,2,5,gasoline,2015-12-10 15:52:08.263337+00,2016-02-10 19:20:03.363528+00,119,7,400
kia,soul,13711,2014,1582,94,auto,4,5,diesel,2015-12-10 16:00:57.244316+00,2016-02-10 20:11:04.764937+00,115,3,19235.71
ford,focus,166291,1999,1596,74,man,4,5,gasoline,2015-12-10 16:35:51.116984+00,2016-02-10 20:11:18.868925+00,151,3,1450.04
opel,tigra,91000,2006,1248,51,man,2,5,diesel,2015-12-10 16:45:43.342901+00,2016-02-10 19:17:45.140913+00,287,4,4404.15
audi,a6,290300,1998,2496,110,man,5,5,diesel,2015-12-10 16:47:24.44418+00,2016-02-10 19:12:16.739661+00,175,4,2109.55
hyundai,ix35,57657,2010,1600,99,man,5,5,gasoline,2015-12-10 17:57:09.747141+00,2016-02-10 19:50:07.092083+00,300,2,11250.93
audi,coupe,207200,1999,1781,165,man,2,2,gasoline,2015-12-10 18:46:05.573764+00,2015-12-14 21:20:31.393852+00,280,1,3650.15
seat,ibiza,3300,2015,1198,51,man,4,5,gasoline,2015-12-10 18:54:20.201705+00,2016-02-10 20:11:48.646921+00,225,0,12500.48
bmw,x3,128000,2011,1995,135,man,4,5,diesel,2015-12-10 19:05:17.510241+00,2016-02-10 20:33:27.10332+00,120,1,16723.61
bmw,x6,29085,2011,2993,180,auto,4,5,diesel,2015-12-10 19:21:40.558402+00,2015-12-17 20:35:44.468575+00,119,0,31766.17
ford,kuga,89000,2010,1997,103,man,4,5,diesel,2015-12-10 19:21:41.540718+00,2015-12-31 04:46:08.66822+00,177,5,13900.52
citroen,c5,53000,2012,2992,177,auto,4,5,diesel,2015-12-10 19:23:46.057542+00,2016-01-05 13:20:41.247141+00,219,10,18866.69
opel,astra,20025,2012,1362,88,man,4,5,gasoline,2015-12-10 19:39:44.655333+00,2016-01-21 22:56:41.558531+00,185,1,10600.41
toyota,yaris,23311,2013,1497,74,auto,4,5,gasoline,2015-12-10 19:41:04.538822+00,2015-12-15 23:35:01.671002+00,89,0,10916.4
ford,transit,290000,2003,1998,63,man,4,2,diesel,2015-12-10 19:41:48.996371+00,2015-12-20 18:46:24.250187+00,249,6,2150.07
bmw,x3,33087,2014,1995,140,auto,4,5,diesel,2015-12-10 19:44:51.583779+00,2015-12-18 19:47:03.4821+00,176,5,34438.27
seat,ibiza,174293,1997,1781,66,man,2,5,gasoline,2015-12-10 20:19:27.291957+00,2016-02-10 19:59:13.563419+00,87,4,299
opel,astra,176000,1997,1598,55,man,4,5,gasoline,2015-12-10 21:02:30.971723+00,2016-02-10 20:14:38.468938+00,274,9,1099.04
citroen,c4,10000,2015,1560,73,man,4,5,diesel,2015-12-10 22:50:43.263786+00,2015-12-14 21:46:57.505439+00,225,7,15373.58
ford,transit,178000,2000,2402,66,man,4,2,diesel,2015-12-10 23:07:09.705382+00,2016-02-10 19:48:24.812396+00,298,7,1700.07
toyota,avensis,43000,2012,2231,130,man,4,5,diesel,2015-12-10 23:41:41.778563+00,2015-12-15 23:47:36.638859+00,73,4,18890.71
mini,one,29640,2013,1598,55,man,2,4,gasoline,2015-12-11 01:20:30.77866+00,2016-02-10 19:11:23.445155+00,89,6,10588.38
opel,zafira,62335,2011,1796,103,man,4,7,gasoline,2015-12-11 02:16:36.75829+00,2016-01-19 03:08:07.383455+00,182,3,9613.36
audi,a4,89200,2012,1968,130,auto,4,5,diesel,2015-12-11 02:46:23.805801+00,2016-01-05 13:37:01.357722+00,262,2,19227.72
volvo,xc90,170000,2005,2401,120,man,4,5,diesel,2015-12-11 03:40:21.096835+00,2015-12-14 22:06:20.909237+00,204,5,7890.3
citroen,c2,105593,2007,1587,90,man,2,4,gasoline,2015-12-11 03:40:30.049459+00,2015-12-14 22:06:21.918933+00,205,6,2690.08
opel,corsa,106633,2012,1229,63,man,4,5,diesel,2015-12-11 03:41:16.522965+00,2015-12-14 22:06:25.098484+00,277,7,6066.21
smart,forfour,16734,2015,999,52,auto,4,4,gasoline,2015-12-11 03:48:06.434572+00,2015-12-14 22:07:53.659549+00,280,2,9754.37
skoda,fabia,20761,2015,9999,55,man,2,5,gasoline,2015-12-11 03:48:06.733079+00,2016-02-10 19:03:57.747719+00,248,8,9563.36
subaru,forester,92200,2006,2457,169,man,4,5,gasoline,2015-12-11 03:48:45.593588+00,2015-12-14 22:06:47.055231+00,145,4,6800.26
citroen,c4-picasso,30000,2013,1560,82,auto,4,7,diesel,2015-12-11 04:31:01.134069+00,2015-12-17 21:01:28.240688+00,79,3,14750.56
skoda,octavia,174000,2006,1984,110,man,4,5,gasoline,2015-12-11 05:22:17.576949+00,2016-02-10 18:54:06.699085+00,251,0,5390.19
citroen,ds3,9000,2014,1599,152,man,2,5,gasoline,2015-12-11 06:07:33.673726+00,2015-12-14 22:20:29.53627+00,201,5,25900.96
chevrolet,spark,31119,2011,1206,60,man,4,5,gasoline,2015-12-11 06:07:33.761243+00,2015-12-16 22:19:55.280651+00,192,6,4857.18
opel,agila,98000,2004,1199,55,man,4,4,gasoline,2015-12-11 06:20:36.997068+00,2016-02-10 18:51:15.378609+00,252,7,1990.08
ford,transit,41000,2008,2402,85,man,2,3,diesel,2015-12-11 06:21:04.736775+00,2015-12-18 20:03:47.96866+00,162,10,8277.31
skoda,fabia,87255,2010,1198,51,man,4,5,gasoline,2015-12-11 06:21:17.026321+00,2016-01-18 02:32:44.341463+00,77,0,5680.2
suzuki,celerio,5685,2015,998,50,man,4,5,gasoline,2015-12-11 07:01:30.167934+00,2016-02-10 19:18:06.095046+00,276,0,7555.29
skoda,octavia,45257,2008,1598,75,man,4,5,gasoline,2015-12-11 07:46:48.818081+00,2015-12-14 22:32:20.57819+00,155,3,8990.34
opel,astra,43000,2011,1364,103,man,4,5,gasoline,2015-12-11 08:39:09.028065+00,2015-12-17 21:04:18.217186+00,138,0,11990.45
audi,a3,76700,2011,1197,77,man,4,5,gasoline,2015-12-11 08:56:08.577107+00,2015-12-16 22:30:14.745254+00,296,6,8823.32
porsche,panamera,79500,2013,4806,294,auto,4,4,gasoline,2015-12-11 08:58:30.141169+00,2016-02-10 20:34:34.385492+00,141,2,52774.94
opel,astra,4000,2015,1399,92,man,4,5,gasoline,2015-12-11 09:18:33.166743+00,2016-02-10 20:33:02.325631+00,239,9,18067.65
opel,astra,79500,2008,1998,177,man,2,5,gasoline,2015-12-11 09:51:58.679011+00,2016-01-07 18:06:07.65456+00,121,9,15000.56
nissan,micra,107000,2006,1598,81,man,2,5,gasoline,2015-12-11 10:27:36.706907+00,2016-02-10 20:33:03.965623+00,279,4,3790.16
audi,q3,8000,2015,1968,110,auto,4,5,diesel,2015-12-11 11:01:04.574296+00,2016-02-10 20:33:05.057419+00,157,1,33427.24
opel,frontera,183000,1998,2198,100,man,4,5,gasoline,2015-12-11 11:09:54.183693+00,2016-01-22 00:16:04.914097+00,176,6,2199.07
opel,astra,10850,2014,1364,88,man,4,5,gasoline,2015-12-11 11:32:31.852192+00,2015-12-30 03:50:17.416291+00,85,4,12597.48
ford,mondeo,220000,2003,1998,96,auto,4,5,diesel,2015-12-11 11:33:25.438239+00,2016-01-19 04:13:44.526604+00,180,5,1700.07
mini,cooper,24900,2015,1499,100,man,2,5,gasoline,2015-12-11 11:59:16.958965+00,2015-12-16 00:09:32.268615+00,202,10,15866.58
skoda,fabia,17265,2015,1422,66,man,4,5,diesel,2015-12-11 12:44:59.266005+00,2016-02-10 19:06:54.312255+00,109,1,12143.45
hyundai,ix20,12800,2012,1396,66,man,5,5,gasoline,2015-12-11 12:49:23.83552+00,2015-12-26 06:15:23.529325+00,119,2,8845.3
opel,astra,116000,1997,1598,74,man,4,5,gasoline,2015-12-11 12:57:40.94235+00,2016-02-10 19:44:07.31741+00,288,10,300
